"","V1","V2","V3"
"2557","NODE_1_K99_10623_10_37.680160",2557,113
"2558","NODE_1_K99_10623_10_37.680160",2558,112
"2559","NODE_1_K99_10623_10_37.680160",2559,112
"2560","NODE_1_K99_10623_10_37.680160",2560,112
"2561","NODE_1_K99_10623_10_37.680160",2561,113
"2562","NODE_1_K99_10623_10_37.680160",2562,113
"2563","NODE_1_K99_10623_10_37.680160",2563,111
"2564","NODE_1_K99_10623_10_37.680160",2564,111
"2565","NODE_1_K99_10623_10_37.680160",2565,109
"2566","NODE_1_K99_10623_10_37.680160",2566,109
"2567","NODE_1_K99_10623_10_37.680160",2567,104
"2568","NODE_1_K99_10623_10_37.680160",2568,108
"2569","NODE_1_K99_10623_10_37.680160",2569,108
"2570","NODE_1_K99_10623_10_37.680160",2570,108
"2571","NODE_1_K99_10623_10_37.680160",2571,106
"2572","NODE_1_K99_10623_10_37.680160",2572,95
"2573","NODE_1_K99_10623_10_37.680160",2573,100
"2574","NODE_1_K99_10623_10_37.680160",2574,100
"2575","NODE_1_K99_10623_10_37.680160",2575,98
"2576","NODE_1_K99_10623_10_37.680160",2576,101
"2577","NODE_1_K99_10623_10_37.680160",2577,102
"2578","NODE_1_K99_10623_10_37.680160",2578,100
"2579","NODE_1_K99_10623_10_37.680160",2579,100
"2580","NODE_1_K99_10623_10_37.680160",2580,101
"2581","NODE_1_K99_10623_10_37.680160",2581,101
"2582","NODE_1_K99_10623_10_37.680160",2582,101
"2583","NODE_1_K99_10623_10_37.680160",2583,102
"2584","NODE_1_K99_10623_10_37.680160",2584,102
"2585","NODE_1_K99_10623_10_37.680160",2585,102
"2586","NODE_1_K99_10623_10_37.680160",2586,102
"2587","NODE_1_K99_10623_10_37.680160",2587,101
"2588","NODE_1_K99_10623_10_37.680160",2588,101
"2589","NODE_1_K99_10623_10_37.680160",2589,97
"2590","NODE_1_K99_10623_10_37.680160",2590,98
"2591","NODE_1_K99_10623_10_37.680160",2591,99
"2592","NODE_1_K99_10623_10_37.680160",2592,99
"2593","NODE_1_K99_10623_10_37.680160",2593,99
"2594","NODE_1_K99_10623_10_37.680160",2594,98
"2595","NODE_1_K99_10623_10_37.680160",2595,96
"2596","NODE_1_K99_10623_10_37.680160",2596,95
"2597","NODE_1_K99_10623_10_37.680160",2597,98
"2598","NODE_1_K99_10623_10_37.680160",2598,99
"2599","NODE_1_K99_10623_10_37.680160",2599,100
"2600","NODE_1_K99_10623_10_37.680160",2600,101
"2601","NODE_1_K99_10623_10_37.680160",2601,103
"2602","NODE_1_K99_10623_10_37.680160",2602,106
"2603","NODE_1_K99_10623_10_37.680160",2603,110
"2604","NODE_1_K99_10623_10_37.680160",2604,108
"2605","NODE_1_K99_10623_10_37.680160",2605,111
"2606","NODE_1_K99_10623_10_37.680160",2606,110
"2607","NODE_1_K99_10623_10_37.680160",2607,114
"2608","NODE_1_K99_10623_10_37.680160",2608,114
"2609","NODE_1_K99_10623_10_37.680160",2609,114
"2610","NODE_1_K99_10623_10_37.680160",2610,111
"2611","NODE_1_K99_10623_10_37.680160",2611,117
"2612","NODE_1_K99_10623_10_37.680160",2612,117
"2613","NODE_1_K99_10623_10_37.680160",2613,117
"2614","NODE_1_K99_10623_10_37.680160",2614,117
"2615","NODE_1_K99_10623_10_37.680160",2615,116
"2616","NODE_1_K99_10623_10_37.680160",2616,117
"2617","NODE_1_K99_10623_10_37.680160",2617,117
"2618","NODE_1_K99_10623_10_37.680160",2618,119
"2619","NODE_1_K99_10623_10_37.680160",2619,118
"2620","NODE_1_K99_10623_10_37.680160",2620,119
"2621","NODE_1_K99_10623_10_37.680160",2621,120
"2622","NODE_1_K99_10623_10_37.680160",2622,120
"2623","NODE_1_K99_10623_10_37.680160",2623,118
"2624","NODE_1_K99_10623_10_37.680160",2624,119
"2625","NODE_1_K99_10623_10_37.680160",2625,118
"2626","NODE_1_K99_10623_10_37.680160",2626,119
"2627","NODE_1_K99_10623_10_37.680160",2627,120
"2628","NODE_1_K99_10623_10_37.680160",2628,120
"2629","NODE_1_K99_10623_10_37.680160",2629,118
"2630","NODE_1_K99_10623_10_37.680160",2630,118
"2631","NODE_1_K99_10623_10_37.680160",2631,118
"2632","NODE_1_K99_10623_10_37.680160",2632,118
"2633","NODE_1_K99_10623_10_37.680160",2633,118
"2634","NODE_1_K99_10623_10_37.680160",2634,118
"2635","NODE_1_K99_10623_10_37.680160",2635,109
"2636","NODE_1_K99_10623_10_37.680160",2636,116
"2637","NODE_1_K99_10623_10_37.680160",2637,118
"2638","NODE_1_K99_10623_10_37.680160",2638,118
"2639","NODE_1_K99_10623_10_37.680160",2639,117
"2640","NODE_1_K99_10623_10_37.680160",2640,117
"2641","NODE_1_K99_10623_10_37.680160",2641,106
"2642","NODE_1_K99_10623_10_37.680160",2642,118
"2643","NODE_1_K99_10623_10_37.680160",2643,117
"2644","NODE_1_K99_10623_10_37.680160",2644,100
"2645","NODE_1_K99_10623_10_37.680160",2645,118
"2646","NODE_1_K99_10623_10_37.680160",2646,113
"2647","NODE_1_K99_10623_10_37.680160",2647,113
"2648","NODE_1_K99_10623_10_37.680160",2648,112
"2649","NODE_1_K99_10623_10_37.680160",2649,113
"2650","NODE_1_K99_10623_10_37.680160",2650,98
"2651","NODE_1_K99_10623_10_37.680160",2651,110
"2652","NODE_1_K99_10623_10_37.680160",2652,115
"2653","NODE_1_K99_10623_10_37.680160",2653,110
"2654","NODE_1_K99_10623_10_37.680160",2654,115
"2655","NODE_1_K99_10623_10_37.680160",2655,112
"2656","NODE_1_K99_10623_10_37.680160",2656,113
"2657","NODE_1_K99_10623_10_37.680160",2657,115
"2658","NODE_1_K99_10623_10_37.680160",2658,116
"2659","NODE_1_K99_10623_10_37.680160",2659,113
"2660","NODE_1_K99_10623_10_37.680160",2660,115
"2661","NODE_1_K99_10623_10_37.680160",2661,115
"2662","NODE_1_K99_10623_10_37.680160",2662,115
"2663","NODE_1_K99_10623_10_37.680160",2663,115
"2664","NODE_1_K99_10623_10_37.680160",2664,116
"2665","NODE_1_K99_10623_10_37.680160",2665,116
"2666","NODE_1_K99_10623_10_37.680160",2666,115
"2667","NODE_1_K99_10623_10_37.680160",2667,114
"2668","NODE_1_K99_10623_10_37.680160",2668,114
"2669","NODE_1_K99_10623_10_37.680160",2669,112
"2670","NODE_1_K99_10623_10_37.680160",2670,115
"2671","NODE_1_K99_10623_10_37.680160",2671,110
"2672","NODE_1_K99_10623_10_37.680160",2672,110
"2673","NODE_1_K99_10623_10_37.680160",2673,107
"2674","NODE_1_K99_10623_10_37.680160",2674,113
"2675","NODE_1_K99_10623_10_37.680160",2675,113
"2676","NODE_1_K99_10623_10_37.680160",2676,112
"2677","NODE_1_K99_10623_10_37.680160",2677,112
"2678","NODE_1_K99_10623_10_37.680160",2678,107
"2679","NODE_1_K99_10623_10_37.680160",2679,105
"2680","NODE_1_K99_10623_10_37.680160",2680,112
"2681","NODE_1_K99_10623_10_37.680160",2681,111
"2682","NODE_1_K99_10623_10_37.680160",2682,113
"2683","NODE_1_K99_10623_10_37.680160",2683,110
"2684","NODE_1_K99_10623_10_37.680160",2684,113
"2685","NODE_1_K99_10623_10_37.680160",2685,113
"2686","NODE_1_K99_10623_10_37.680160",2686,112
"2687","NODE_1_K99_10623_10_37.680160",2687,113
"2688","NODE_1_K99_10623_10_37.680160",2688,112
"2689","NODE_1_K99_10623_10_37.680160",2689,112
"2690","NODE_1_K99_10623_10_37.680160",2690,112
"2691","NODE_1_K99_10623_10_37.680160",2691,110
"2692","NODE_1_K99_10623_10_37.680160",2692,111
"2693","NODE_1_K99_10623_10_37.680160",2693,111
"2694","NODE_1_K99_10623_10_37.680160",2694,111
"2695","NODE_1_K99_10623_10_37.680160",2695,111
"2696","NODE_1_K99_10623_10_37.680160",2696,111
"2697","NODE_1_K99_10623_10_37.680160",2697,111
"2698","NODE_1_K99_10623_10_37.680160",2698,110
"2699","NODE_1_K99_10623_10_37.680160",2699,109
"2700","NODE_1_K99_10623_10_37.680160",2700,109
"2701","NODE_1_K99_10623_10_37.680160",2701,109
"2702","NODE_1_K99_10623_10_37.680160",2702,109
"2703","NODE_1_K99_10623_10_37.680160",2703,109
"2704","NODE_1_K99_10623_10_37.680160",2704,109
"2705","NODE_1_K99_10623_10_37.680160",2705,109
"2706","NODE_1_K99_10623_10_37.680160",2706,106
"2707","NODE_1_K99_10623_10_37.680160",2707,108
"2708","NODE_1_K99_10623_10_37.680160",2708,109
"2709","NODE_1_K99_10623_10_37.680160",2709,109
"2710","NODE_1_K99_10623_10_37.680160",2710,108
"2711","NODE_1_K99_10623_10_37.680160",2711,107
"2712","NODE_1_K99_10623_10_37.680160",2712,107
"2713","NODE_1_K99_10623_10_37.680160",2713,109
"2714","NODE_1_K99_10623_10_37.680160",2714,109
"2715","NODE_1_K99_10623_10_37.680160",2715,100
"2716","NODE_1_K99_10623_10_37.680160",2716,104
"2717","NODE_1_K99_10623_10_37.680160",2717,104
"2718","NODE_1_K99_10623_10_37.680160",2718,108
"2719","NODE_1_K99_10623_10_37.680160",2719,106
"2720","NODE_1_K99_10623_10_37.680160",2720,105
"2721","NODE_1_K99_10623_10_37.680160",2721,105
"2722","NODE_1_K99_10623_10_37.680160",2722,107
"2723","NODE_1_K99_10623_10_37.680160",2723,107
"2724","NODE_1_K99_10623_10_37.680160",2724,107
"2725","NODE_1_K99_10623_10_37.680160",2725,99
"2726","NODE_1_K99_10623_10_37.680160",2726,106
"2727","NODE_1_K99_10623_10_37.680160",2727,107
"2728","NODE_1_K99_10623_10_37.680160",2728,107
"2729","NODE_1_K99_10623_10_37.680160",2729,107
"2730","NODE_1_K99_10623_10_37.680160",2730,105
"2731","NODE_1_K99_10623_10_37.680160",2731,106
"2732","NODE_1_K99_10623_10_37.680160",2732,106
"2733","NODE_1_K99_10623_10_37.680160",2733,106
"2734","NODE_1_K99_10623_10_37.680160",2734,105
"2735","NODE_1_K99_10623_10_37.680160",2735,105
"2736","NODE_1_K99_10623_10_37.680160",2736,102
"2737","NODE_1_K99_10623_10_37.680160",2737,103
"2738","NODE_1_K99_10623_10_37.680160",2738,103
"2739","NODE_1_K99_10623_10_37.680160",2739,103
"2740","NODE_1_K99_10623_10_37.680160",2740,103
"2741","NODE_1_K99_10623_10_37.680160",2741,100
"2742","NODE_1_K99_10623_10_37.680160",2742,101
"2743","NODE_1_K99_10623_10_37.680160",2743,100
"2744","NODE_1_K99_10623_10_37.680160",2744,99
"2745","NODE_1_K99_10623_10_37.680160",2745,100
"2746","NODE_1_K99_10623_10_37.680160",2746,100
"2747","NODE_1_K99_10623_10_37.680160",2747,100
"2748","NODE_1_K99_10623_10_37.680160",2748,99
"2749","NODE_1_K99_10623_10_37.680160",2749,99
"2750","NODE_1_K99_10623_10_37.680160",2750,99
"2751","NODE_1_K99_10623_10_37.680160",2751,99
"2752","NODE_1_K99_10623_10_37.680160",2752,99
"2753","NODE_1_K99_10623_10_37.680160",2753,99
"2754","NODE_1_K99_10623_10_37.680160",2754,98
"2755","NODE_1_K99_10623_10_37.680160",2755,97
"2756","NODE_1_K99_10623_10_37.680160",2756,97
"2757","NODE_1_K99_10623_10_37.680160",2757,99
"2758","NODE_1_K99_10623_10_37.680160",2758,99
"2759","NODE_1_K99_10623_10_37.680160",2759,99
"2760","NODE_1_K99_10623_10_37.680160",2760,97
"2761","NODE_1_K99_10623_10_37.680160",2761,94
"2762","NODE_1_K99_10623_10_37.680160",2762,94
"2763","NODE_1_K99_10623_10_37.680160",2763,93
"2764","NODE_1_K99_10623_10_37.680160",2764,82
"2765","NODE_1_K99_10623_10_37.680160",2765,89
"2766","NODE_1_K99_10623_10_37.680160",2766,92
"2767","NODE_1_K99_10623_10_37.680160",2767,94
"2768","NODE_1_K99_10623_10_37.680160",2768,94
"2769","NODE_1_K99_10623_10_37.680160",2769,94
"2770","NODE_1_K99_10623_10_37.680160",2770,95
"2771","NODE_1_K99_10623_10_37.680160",2771,93
"2772","NODE_1_K99_10623_10_37.680160",2772,93
"2773","NODE_1_K99_10623_10_37.680160",2773,92
"2774","NODE_1_K99_10623_10_37.680160",2774,94
"2775","NODE_1_K99_10623_10_37.680160",2775,95
"2776","NODE_1_K99_10623_10_37.680160",2776,94
"2777","NODE_1_K99_10623_10_37.680160",2777,95
"2778","NODE_1_K99_10623_10_37.680160",2778,94
"2779","NODE_1_K99_10623_10_37.680160",2779,94
"2780","NODE_1_K99_10623_10_37.680160",2780,94
"2781","NODE_1_K99_10623_10_37.680160",2781,91
"2782","NODE_1_K99_10623_10_37.680160",2782,90
"2783","NODE_1_K99_10623_10_37.680160",2783,92
"2784","NODE_1_K99_10623_10_37.680160",2784,90
"2785","NODE_1_K99_10623_10_37.680160",2785,87
"2786","NODE_1_K99_10623_10_37.680160",2786,87
"2787","NODE_1_K99_10623_10_37.680160",2787,89
"2788","NODE_1_K99_10623_10_37.680160",2788,90
"2789","NODE_1_K99_10623_10_37.680160",2789,90
"2790","NODE_1_K99_10623_10_37.680160",2790,90
"2791","NODE_1_K99_10623_10_37.680160",2791,91
"2792","NODE_1_K99_10623_10_37.680160",2792,91
"2793","NODE_1_K99_10623_10_37.680160",2793,91
"2794","NODE_1_K99_10623_10_37.680160",2794,91
"2795","NODE_1_K99_10623_10_37.680160",2795,91
"2796","NODE_1_K99_10623_10_37.680160",2796,91
"2797","NODE_1_K99_10623_10_37.680160",2797,90
"2798","NODE_1_K99_10623_10_37.680160",2798,91
"2799","NODE_1_K99_10623_10_37.680160",2799,91
"2800","NODE_1_K99_10623_10_37.680160",2800,92
"2801","NODE_1_K99_10623_10_37.680160",2801,90
"2802","NODE_1_K99_10623_10_37.680160",2802,93
"2803","NODE_1_K99_10623_10_37.680160",2803,93
"2804","NODE_1_K99_10623_10_37.680160",2804,93
"2805","NODE_1_K99_10623_10_37.680160",2805,93
"2806","NODE_1_K99_10623_10_37.680160",2806,93
"2807","NODE_1_K99_10623_10_37.680160",2807,93
"2808","NODE_1_K99_10623_10_37.680160",2808,92
"2809","NODE_1_K99_10623_10_37.680160",2809,92
"2810","NODE_1_K99_10623_10_37.680160",2810,92
"2811","NODE_1_K99_10623_10_37.680160",2811,92
"2812","NODE_1_K99_10623_10_37.680160",2812,92
"2813","NODE_1_K99_10623_10_37.680160",2813,92
"2814","NODE_1_K99_10623_10_37.680160",2814,92
"2815","NODE_1_K99_10623_10_37.680160",2815,92
"2816","NODE_1_K99_10623_10_37.680160",2816,92
"2817","NODE_1_K99_10623_10_37.680160",2817,92
"2818","NODE_1_K99_10623_10_37.680160",2818,92
"2819","NODE_1_K99_10623_10_37.680160",2819,92
"2820","NODE_1_K99_10623_10_37.680160",2820,92
"2821","NODE_1_K99_10623_10_37.680160",2821,92
"2822","NODE_1_K99_10623_10_37.680160",2822,92
"2823","NODE_1_K99_10623_10_37.680160",2823,90
"2824","NODE_1_K99_10623_10_37.680160",2824,92
"2825","NODE_1_K99_10623_10_37.680160",2825,92
"2826","NODE_1_K99_10623_10_37.680160",2826,91
"2827","NODE_1_K99_10623_10_37.680160",2827,93
"2828","NODE_1_K99_10623_10_37.680160",2828,93
"2829","NODE_1_K99_10623_10_37.680160",2829,93
"2830","NODE_1_K99_10623_10_37.680160",2830,93
"2831","NODE_1_K99_10623_10_37.680160",2831,93
"2832","NODE_1_K99_10623_10_37.680160",2832,93
"2833","NODE_1_K99_10623_10_37.680160",2833,92
"2834","NODE_1_K99_10623_10_37.680160",2834,93
"2835","NODE_1_K99_10623_10_37.680160",2835,93
"2836","NODE_1_K99_10623_10_37.680160",2836,93
"2837","NODE_1_K99_10623_10_37.680160",2837,93
"2838","NODE_1_K99_10623_10_37.680160",2838,93
"2839","NODE_1_K99_10623_10_37.680160",2839,93
"2840","NODE_1_K99_10623_10_37.680160",2840,93
"2841","NODE_1_K99_10623_10_37.680160",2841,93
"2842","NODE_1_K99_10623_10_37.680160",2842,94
"2843","NODE_1_K99_10623_10_37.680160",2843,94
"2844","NODE_1_K99_10623_10_37.680160",2844,94
"2845","NODE_1_K99_10623_10_37.680160",2845,91
"2846","NODE_1_K99_10623_10_37.680160",2846,92
"2847","NODE_1_K99_10623_10_37.680160",2847,87
"2848","NODE_1_K99_10623_10_37.680160",2848,88
"2849","NODE_1_K99_10623_10_37.680160",2849,94
"2850","NODE_1_K99_10623_10_37.680160",2850,95
"2851","NODE_1_K99_10623_10_37.680160",2851,90
"2852","NODE_1_K99_10623_10_37.680160",2852,96
"2853","NODE_1_K99_10623_10_37.680160",2853,93
"2854","NODE_1_K99_10623_10_37.680160",2854,95
"2855","NODE_1_K99_10623_10_37.680160",2855,94
"2856","NODE_1_K99_10623_10_37.680160",2856,92
"2857","NODE_1_K99_10623_10_37.680160",2857,95
"2858","NODE_1_K99_10623_10_37.680160",2858,95
"2859","NODE_1_K99_10623_10_37.680160",2859,94
"2860","NODE_1_K99_10623_10_37.680160",2860,94
"2861","NODE_1_K99_10623_10_37.680160",2861,95
"2862","NODE_1_K99_10623_10_37.680160",2862,94
"2863","NODE_1_K99_10623_10_37.680160",2863,94
"2864","NODE_1_K99_10623_10_37.680160",2864,95
"2865","NODE_1_K99_10623_10_37.680160",2865,94
"2866","NODE_1_K99_10623_10_37.680160",2866,94
"2867","NODE_1_K99_10623_10_37.680160",2867,95
"2868","NODE_1_K99_10623_10_37.680160",2868,91
"2869","NODE_1_K99_10623_10_37.680160",2869,95
"2870","NODE_1_K99_10623_10_37.680160",2870,95
"2871","NODE_1_K99_10623_10_37.680160",2871,95
"2872","NODE_1_K99_10623_10_37.680160",2872,95
"2873","NODE_1_K99_10623_10_37.680160",2873,95
"2874","NODE_1_K99_10623_10_37.680160",2874,94
"2875","NODE_1_K99_10623_10_37.680160",2875,94
"2876","NODE_1_K99_10623_10_37.680160",2876,94
"2877","NODE_1_K99_10623_10_37.680160",2877,89
"2878","NODE_1_K99_10623_10_37.680160",2878,94
"2879","NODE_1_K99_10623_10_37.680160",2879,94
"2880","NODE_1_K99_10623_10_37.680160",2880,94
"2881","NODE_1_K99_10623_10_37.680160",2881,95
"2882","NODE_1_K99_10623_10_37.680160",2882,94
"2883","NODE_1_K99_10623_10_37.680160",2883,95
"2884","NODE_1_K99_10623_10_37.680160",2884,94
"2885","NODE_1_K99_10623_10_37.680160",2885,94
"2886","NODE_1_K99_10623_10_37.680160",2886,95
"2887","NODE_1_K99_10623_10_37.680160",2887,95
"2888","NODE_1_K99_10623_10_37.680160",2888,95
"2889","NODE_1_K99_10623_10_37.680160",2889,95
"2890","NODE_1_K99_10623_10_37.680160",2890,93
"2891","NODE_1_K99_10623_10_37.680160",2891,93
"2892","NODE_1_K99_10623_10_37.680160",2892,95
"2893","NODE_1_K99_10623_10_37.680160",2893,95
"2894","NODE_1_K99_10623_10_37.680160",2894,95
"2895","NODE_1_K99_10623_10_37.680160",2895,94
"2896","NODE_1_K99_10623_10_37.680160",2896,95
"2897","NODE_1_K99_10623_10_37.680160",2897,94
"2898","NODE_1_K99_10623_10_37.680160",2898,94
"2899","NODE_1_K99_10623_10_37.680160",2899,94
"2900","NODE_1_K99_10623_10_37.680160",2900,89
"2901","NODE_1_K99_10623_10_37.680160",2901,93
"2902","NODE_1_K99_10623_10_37.680160",2902,94
"2903","NODE_1_K99_10623_10_37.680160",2903,94
"2904","NODE_1_K99_10623_10_37.680160",2904,94
"2905","NODE_1_K99_10623_10_37.680160",2905,91
"2906","NODE_1_K99_10623_10_37.680160",2906,90
"2907","NODE_1_K99_10623_10_37.680160",2907,91
"2908","NODE_1_K99_10623_10_37.680160",2908,91
"2909","NODE_1_K99_10623_10_37.680160",2909,90
"2910","NODE_1_K99_10623_10_37.680160",2910,86
"2911","NODE_1_K99_10623_10_37.680160",2911,86
"2912","NODE_1_K99_10623_10_37.680160",2912,74
"2913","NODE_1_K99_10623_10_37.680160",2913,83
"2914","NODE_1_K99_10623_10_37.680160",2914,90
"2915","NODE_1_K99_10623_10_37.680160",2915,89
"2916","NODE_1_K99_10623_10_37.680160",2916,89
"2917","NODE_1_K99_10623_10_37.680160",2917,91
"2918","NODE_1_K99_10623_10_37.680160",2918,90
"2919","NODE_1_K99_10623_10_37.680160",2919,90
"2920","NODE_1_K99_10623_10_37.680160",2920,90
"2921","NODE_1_K99_10623_10_37.680160",2921,91
"2922","NODE_1_K99_10623_10_37.680160",2922,91
"2923","NODE_1_K99_10623_10_37.680160",2923,92
"2924","NODE_1_K99_10623_10_37.680160",2924,91
"2925","NODE_1_K99_10623_10_37.680160",2925,92
"2926","NODE_1_K99_10623_10_37.680160",2926,92
"2927","NODE_1_K99_10623_10_37.680160",2927,92
"2928","NODE_1_K99_10623_10_37.680160",2928,92
"2929","NODE_1_K99_10623_10_37.680160",2929,91
"2930","NODE_1_K99_10623_10_37.680160",2930,86
"2931","NODE_1_K99_10623_10_37.680160",2931,88
"2932","NODE_1_K99_10623_10_37.680160",2932,85
"2933","NODE_1_K99_10623_10_37.680160",2933,88
"2934","NODE_1_K99_10623_10_37.680160",2934,88
"2935","NODE_1_K99_10623_10_37.680160",2935,87
"2936","NODE_1_K99_10623_10_37.680160",2936,86
"2937","NODE_1_K99_10623_10_37.680160",2937,88
"2938","NODE_1_K99_10623_10_37.680160",2938,86
"2939","NODE_1_K99_10623_10_37.680160",2939,88
"2940","NODE_1_K99_10623_10_37.680160",2940,88
"2941","NODE_1_K99_10623_10_37.680160",2941,88
"2942","NODE_1_K99_10623_10_37.680160",2942,88
"2943","NODE_1_K99_10623_10_37.680160",2943,88
"2944","NODE_1_K99_10623_10_37.680160",2944,88
"2945","NODE_1_K99_10623_10_37.680160",2945,87
"2946","NODE_1_K99_10623_10_37.680160",2946,88
"2947","NODE_1_K99_10623_10_37.680160",2947,88
"2948","NODE_1_K99_10623_10_37.680160",2948,87
"2949","NODE_1_K99_10623_10_37.680160",2949,87
"2950","NODE_1_K99_10623_10_37.680160",2950,88
"2951","NODE_1_K99_10623_10_37.680160",2951,88
"2952","NODE_1_K99_10623_10_37.680160",2952,88
"2953","NODE_1_K99_10623_10_37.680160",2953,88
"2954","NODE_1_K99_10623_10_37.680160",2954,87
"2955","NODE_1_K99_10623_10_37.680160",2955,88
"2956","NODE_1_K99_10623_10_37.680160",2956,88
"2957","NODE_1_K99_10623_10_37.680160",2957,88
"2958","NODE_1_K99_10623_10_37.680160",2958,88
"2959","NODE_1_K99_10623_10_37.680160",2959,87
"2960","NODE_1_K99_10623_10_37.680160",2960,82
"2961","NODE_1_K99_10623_10_37.680160",2961,88
"2962","NODE_1_K99_10623_10_37.680160",2962,85
"2963","NODE_1_K99_10623_10_37.680160",2963,84
"2964","NODE_1_K99_10623_10_37.680160",2964,82
"2965","NODE_1_K99_10623_10_37.680160",2965,88
"2966","NODE_1_K99_10623_10_37.680160",2966,87
"2967","NODE_1_K99_10623_10_37.680160",2967,87
"2968","NODE_1_K99_10623_10_37.680160",2968,86
"2969","NODE_1_K99_10623_10_37.680160",2969,87
"2970","NODE_1_K99_10623_10_37.680160",2970,87
"2971","NODE_1_K99_10623_10_37.680160",2971,87
"2972","NODE_1_K99_10623_10_37.680160",2972,86
"2973","NODE_1_K99_10623_10_37.680160",2973,86
"2974","NODE_1_K99_10623_10_37.680160",2974,85
"2975","NODE_1_K99_10623_10_37.680160",2975,85
"2976","NODE_1_K99_10623_10_37.680160",2976,85
"2977","NODE_1_K99_10623_10_37.680160",2977,85
"2978","NODE_1_K99_10623_10_37.680160",2978,83
"2979","NODE_1_K99_10623_10_37.680160",2979,77
"2980","NODE_1_K99_10623_10_37.680160",2980,82
"2981","NODE_1_K99_10623_10_37.680160",2981,83
"2982","NODE_1_K99_10623_10_37.680160",2982,84
"2983","NODE_1_K99_10623_10_37.680160",2983,85
"2984","NODE_1_K99_10623_10_37.680160",2984,81
"2985","NODE_1_K99_10623_10_37.680160",2985,81
"2986","NODE_1_K99_10623_10_37.680160",2986,82
"2987","NODE_1_K99_10623_10_37.680160",2987,82
"2988","NODE_1_K99_10623_10_37.680160",2988,75
"2989","NODE_1_K99_10623_10_37.680160",2989,85
"2990","NODE_1_K99_10623_10_37.680160",2990,85
"2991","NODE_1_K99_10623_10_37.680160",2991,85
"2992","NODE_1_K99_10623_10_37.680160",2992,84
"2993","NODE_1_K99_10623_10_37.680160",2993,83
"2994","NODE_1_K99_10623_10_37.680160",2994,83
"2995","NODE_1_K99_10623_10_37.680160",2995,83
"2996","NODE_1_K99_10623_10_37.680160",2996,84
"2997","NODE_1_K99_10623_10_37.680160",2997,84
"2998","NODE_1_K99_10623_10_37.680160",2998,83
"2999","NODE_1_K99_10623_10_37.680160",2999,83
"3000","NODE_1_K99_10623_10_37.680160",3000,83
"3001","NODE_1_K99_10623_10_37.680160",3001,83
"3002","NODE_1_K99_10623_10_37.680160",3002,83
"3003","NODE_1_K99_10623_10_37.680160",3003,82
"3004","NODE_1_K99_10623_10_37.680160",3004,83
"3005","NODE_1_K99_10623_10_37.680160",3005,83
"3006","NODE_1_K99_10623_10_37.680160",3006,83
"3007","NODE_1_K99_10623_10_37.680160",3007,83
"3008","NODE_1_K99_10623_10_37.680160",3008,80
"3009","NODE_1_K99_10623_10_37.680160",3009,81
"3010","NODE_1_K99_10623_10_37.680160",3010,81
"3011","NODE_1_K99_10623_10_37.680160",3011,81
"3012","NODE_1_K99_10623_10_37.680160",3012,82
"3013","NODE_1_K99_10623_10_37.680160",3013,83
"3014","NODE_1_K99_10623_10_37.680160",3014,84
"3015","NODE_1_K99_10623_10_37.680160",3015,82
"3016","NODE_1_K99_10623_10_37.680160",3016,81
"3017","NODE_1_K99_10623_10_37.680160",3017,82
"3018","NODE_1_K99_10623_10_37.680160",3018,82
"3019","NODE_1_K99_10623_10_37.680160",3019,79
"3020","NODE_1_K99_10623_10_37.680160",3020,77
"3021","NODE_1_K99_10623_10_37.680160",3021,77
"3022","NODE_1_K99_10623_10_37.680160",3022,75
"3023","NODE_1_K99_10623_10_37.680160",3023,76
"3024","NODE_1_K99_10623_10_37.680160",3024,73
"3025","NODE_1_K99_10623_10_37.680160",3025,75
"3026","NODE_1_K99_10623_10_37.680160",3026,72
"3027","NODE_1_K99_10623_10_37.680160",3027,71
"3028","NODE_1_K99_10623_10_37.680160",3028,72
"3029","NODE_1_K99_10623_10_37.680160",3029,72
"3030","NODE_1_K99_10623_10_37.680160",3030,70
"3031","NODE_1_K99_10623_10_37.680160",3031,70
"3032","NODE_1_K99_10623_10_37.680160",3032,68
"3033","NODE_1_K99_10623_10_37.680160",3033,71
"3034","NODE_1_K99_10623_10_37.680160",3034,71
"3035","NODE_1_K99_10623_10_37.680160",3035,73
"3036","NODE_1_K99_10623_10_37.680160",3036,71
"3037","NODE_1_K99_10623_10_37.680160",3037,73
"3038","NODE_1_K99_10623_10_37.680160",3038,73
"3039","NODE_1_K99_10623_10_37.680160",3039,72
"3040","NODE_1_K99_10623_10_37.680160",3040,69
"3041","NODE_1_K99_10623_10_37.680160",3041,69
"3042","NODE_1_K99_10623_10_37.680160",3042,68
"3043","NODE_1_K99_10623_10_37.680160",3043,68
"3044","NODE_1_K99_10623_10_37.680160",3044,68
"3045","NODE_1_K99_10623_10_37.680160",3045,68
"3046","NODE_1_K99_10623_10_37.680160",3046,68
"3047","NODE_1_K99_10623_10_37.680160",3047,69
"3048","NODE_1_K99_10623_10_37.680160",3048,68
"3049","NODE_1_K99_10623_10_37.680160",3049,67
"3050","NODE_1_K99_10623_10_37.680160",3050,66
"3051","NODE_1_K99_10623_10_37.680160",3051,65
"3052","NODE_1_K99_10623_10_37.680160",3052,61
"3053","NODE_1_K99_10623_10_37.680160",3053,60
"3054","NODE_1_K99_10623_10_37.680160",3054,62
"3055","NODE_1_K99_10623_10_37.680160",3055,62
